SID,CID,SCORE,TID
200900133345,300109,60.0,100059
200900133345,300130,60.0,100058
200900133345,300099,60.0,100057
200900133345,300136,60.0,100056
200900133345,300014,60.0,100055
200900133345,300017,60.0,100054
200900133345,300073,60.0,100053
200900133345,300075,60.0,100052
200900133345,300030,60.0,100051
200900133345,300113,60.0,100050
200900133345,300086,60.0,100049
200900133345,300078,60.0,100048
200900133345,300062,60.0,100047
200900133345,300074,60.0,100046
200900133345,300127,60.0,100045
200900133345,300015,60.0,100044
200900133345,300103,60.0,100043
200900133345,300092,60.0,100042
200900133345,300105,60.0,100041
200900133345,300108,60.0,100040
200900133345,300051,60.0,100039
200900133345,300012,60.0,100038
200900133345,300027,60.0,100037
200900133345,300090,60.0,100036
200900133345,300045,60.0,100035
200900133345,300100,60.0,100034
200900133345,300031,60.0,100033
200900133345,300070,60.0,100032
200900133345,300059,60.0,100031
200900133345,300001,60.0,100030
200900133345,300060,60.0,100029
200900133345,300026,60.0,100028
200900133345,300040,60.0,100027
200900133345,300041,60.0,100026
200900133345,300111,60.0,100025
200900133345,300093,60.0,100024
200900133345,300082,60.0,100023
200900133345,300102,60.0,100022
200900133345,300019,60.0,100021
200900133345,300129,60.0,100020
200900133345,300002,60.0,100019
200900133345,300005,60.0,100018
200900133345,300112,60.0,100017
200900133345,300025,60.0,100016
200900133345,300124,60.0,100015
200900133345,300029,60.0,100014
200900133345,300095,60.0,100013
200900133345,300089,60.0,100012
200900133345,300022,60.0,100011
200900133345,300071,60.0,100010
200900133345,300119,60.0,100009
200900133345,300081,60.0,100008
200900133345,300083,60.0,100007
200900133345,300028,60.0,100006
200900133345,300085,60.0,100005
200900133345,300013,60.0,100004
200900133345,300135,60.0,100003
200900133345,300122,60.0,100002
200900133345,300011,60.0,100001
200900133345,300016,75.0,100016
200900133345,300004,76.0,100004
200900133345,300032,60.0,100001
200900133345,300037,64.0,100006
200900133345,300007,91.0,100007
200900133131,300123,135.0,100135
200900133131,300139,134.0,100134
200900133131,300021,133.0,100133
200900133131,300091,132.0,100132
200900133131,300010,131.0,100131
200900133131,300042,130.0,100130
200900133131,300065,129.0,100129
200900133131,300126,128.0,100128
200900133131,300038,127.0,100127
200900133131,300115,126.0,100126
200900133131,300096,125.0,100125
200900133131,300055,124.0,100124
200900133131,300006,123.0,100123
200900133131,300008,122.0,100122
200900133131,300098,121.0,100121
200900133131,300049,120.0,100120
200900133131,300134,119.0,100119
200900133131,300063,118.0,100118
200900133131,300133,117.0,100117
200900133131,300069,116.0,100116
200900133131,300048,115.0,100115
200900133131,300054,114.0,100114
200900133131,300009,113.0,100113
200900133131,300024,112.0,100112
200900133131,300058,111.0,100111
200900133131,300018,110.0,100110
200900133131,300132,109.0,100109
200900133131,300116,108.0,100108
200900133131,300064,107.0,100107
200900133131,300117,106.0,100106
200900133131,300023,105.0,100105
200900133131,300084,104.0,100104
200900133131,300052,103.0,100103
200900133131,300120,102.0,100102
200900133131,300043,101.0,100101
200900133131,300020,100.0,100100
200900133131,300033,99.0,100099
200900133131,300039,98.0,100098
200900133131,300003,97.0,100097
200900133131,300088,96.0,100096
200900133131,300101,95.0,100095
200900133131,300107,94.0,100094
200900133131,300056,93.0,100093
200900133131,300128,92.0,100092
200900133131,300106,91.0,100091
200900133131,300087,90.0,100090
200900133131,300047,89.0,100089
200900133131,300050,88.0,100088
200900133131,300035,87.0,100087
200900133131,300125,86.0,100086
200900133131,300061,85.0,100085
200900133131,300076,84.0,100084
200900133131,300067,83.0,100083
200900133131,300072,82.0,100082
200900133131,300131,81.0,100081
200900133131,300068,80.0,100080
200900133131,300137,79.0,100079
200900133131,300094,78.0,100078
200900133131,300057,77.0,100077
200900133131,300044,76.0,100076
200900133131,300118,75.0,100075
200900133131,300066,74.0,100074
200900133131,300036,73.0,100073
200900133131,300077,72.0,100072
200900133131,300121,71.0,100071
200900133131,300097,70.0,100070
200900133131,300080,69.0,100069
200900133131,300053,68.0,100068
200900133131,300114,67.0,100067
200900133131,300110,66.0,100066
200900133131,300034,65.0,100065
200900133131,300138,64.0,100064
200900133131,300079,63.0,100063
200900133131,300140,62.0,100062
200900133131,300104,61.0,100061
200900133131,300046,60.0,100060
200900133131,300109,60.0,100059
200900133131,300130,60.0,100058
200900133131,300099,60.0,100057
200900133131,300136,60.0,100056
200900133131,300014,60.0,100055
200900133131,300017,60.0,100054
200900133131,300073,60.0,100053
200900133131,300075,60.0,100052
200900133131,300030,60.0,100051
200900133131,300113,60.0,100050
200900133131,300086,60.0,100049
200900133131,300078,60.0,100048
200900133131,300062,60.0,100047
200900133131,300074,60.0,100046
200900133131,300127,60.0,100045
200900133131,300015,60.0,100044
200900133131,300103,60.0,100043
200900133131,300092,60.0,100042
200900133131,300105,60.0,100041
200900133131,300108,60.0,100040
200900133131,300051,60.0,100039
200900133131,300012,60.0,100038
200900133131,300027,60.0,100037
200900133131,300090,60.0,100036
200900133131,300045,60.0,100035
200900133131,300100,60.0,100034
200900133131,300031,60.0,100033
200900133131,300070,60.0,100032
200900133131,300059,60.0,100031
200900133131,300001,60.0,100030
200900133131,300060,60.0,100029
200900133131,300026,60.0,100028
200900133131,300040,60.0,100027
200900133131,300041,60.0,100026
200900133131,300111,60.0,100025
200900133131,300093,60.0,100024
200900133131,300082,60.0,100023
200900133131,300102,60.0,100022
200900133131,300019,60.0,100021
200900133131,300129,60.0,100020
200900133131,300002,60.0,100019
200900133131,300005,60.0,100018
200900133131,300112,60.0,100017
200900133131,300025,60.0,100016
200900133131,300124,60.0,100015
200900133131,300029,60.0,100014
200900133131,300095,60.0,100013
200900133131,300089,60.0,100012
200900133131,300022,60.0,100011
200900133131,300071,60.0,100010
200900133131,300119,60.0,100009
200900133131,300081,60.0,100008
200900133131,300083,60.0,100007
200900133131,300028,60.0,100006
200900133131,300085,60.0,100005
200900133131,300013,60.0,100004
200900133131,300135,60.0,100003
200900133131,300122,60.0,100002
200900133131,300011,60.0,100001
200900133131,300016,75.0,100016
200900133131,300004,76.0,100004
200900133131,300032,60.0,100001
200900133131,300037,64.0,100006
200900133131,300007,91.0,100007
200900133197,300123,135.0,100135
200900133197,300139,134.0,100134
200900133197,300021,133.0,100133
200900133197,300091,132.0,100132
200900133197,300010,131.0,100131
200900133197,300042,130.0,100130
200900133197,300065,129.0,100129
200900133197,300126,128.0,100128
200900133197,300038,127.0,100127
200900133197,300115,126.0,100126
200900133197,300096,125.0,100125
200900133197,300055,124.0,100124
200900133197,300006,123.0,100123
200900133197,300008,122.0,100122
200900133197,300098,121.0,100121
200900133197,300049,120.0,100120
200900133197,300134,119.0,100119
200900133197,300063,118.0,100118
200900133197,300133,117.0,100117
200900133197,300069,116.0,100116
200900133197,300048,115.0,100115
200900133197,300054,114.0,100114
200900133197,300009,113.0,100113
200900133197,300024,112.0,100112
200900133197,300058,111.0,100111
200900133197,300018,110.0,100110
200900133197,300132,109.0,100109
200900133197,300116,108.0,100108
200900133197,300064,107.0,100107
200900133197,300117,106.0,100106
200900133197,300023,105.0,100105
200900133197,300084,104.0,100104
200900133197,300052,103.0,100103
200900133197,300120,102.0,100102
200900133197,300043,101.0,100101
200900133197,300020,100.0,100100
200900133197,300033,99.0,100099
200900133197,300039,98.0,100098
200900133197,300003,97.0,100097
200900133197,300088,96.0,100096
200900133197,300101,95.0,100095
200900133025,300026,60.0,100028
200900133025,300040,60.0,100027
200900133025,300041,60.0,100026
200900133025,300111,60.0,100025
200900133025,300093,60.0,100024
200900133025,300082,60.0,100023
200900133025,300102,60.0,100022
200900133025,300019,60.0,100021
200900133025,300129,60.0,100020
200900133025,300002,60.0,100019
200900133025,300005,60.0,100018
200900133025,300112,60.0,100017
200900133025,300025,60.0,100016
200900133025,300124,60.0,100015
200900133025,300029,60.0,100014
200900133025,300095,60.0,100013
200900133025,300089,60.0,100012
200900133025,300022,60.0,100011
200900133025,300071,60.0,100010
200900133025,300119,60.0,100009
200900133025,300081,60.0,100008
200900133025,300083,60.0,100007
200900133025,300028,60.0,100006
200900133025,300085,60.0,100005
200900133025,300013,60.0,100004
200900133025,300135,60.0,100003
200900133025,300122,60.0,100002
200900133025,300011,60.0,100001
200900133025,300016,75.0,100016
200900133025,300004,76.0,100004
200900133025,300032,60.0,100001
200900133025,300037,64.0,100006
200900133025,300007,91.0,100007
200900133492,300123,135.0,100135
200900133492,300139,134.0,100134
200900133492,300021,133.0,100133
200900133492,300091,132.0,100132
200900133492,300010,131.0,100131
200900133492,300042,130.0,100130
200900133492,300065,129.0,100129
200900133492,300126,128.0,100128
200900133492,300038,127.0,100127
200900133492,300115,126.0,100126
200900133492,300096,125.0,100125
200900133492,300055,124.0,100124
200900133492,300006,123.0,100123
200900133492,300008,122.0,100122
200900133492,300098,121.0,100121
200900133492,300049,120.0,100120
200900133492,300134,119.0,100119
200900133492,300063,118.0,100118
200900133492,300133,117.0,100117
200900133492,300069,116.0,100116
200900133492,300048,115.0,100115
200900133492,300054,114.0,100114
200900133492,300009,113.0,100113
200900133492,300024,112.0,100112
200900133492,300058,111.0,100111
200900133492,300018,110.0,100110
200900133492,300132,109.0,100109
200900133492,300116,108.0,100108
200900133492,300064,107.0,100107
200900133492,300117,106.0,100106
200900133492,300023,105.0,100105
200900133492,300084,104.0,100104
200900133492,300052,103.0,100103
200900133492,300120,102.0,100102
200900133492,300043,101.0,100101
200900133492,300020,100.0,100100
200900133492,300033,99.0,100099
200900133492,300039,98.0,100098
200900133492,300003,97.0,100097
200900133492,300088,96.0,100096
200900133492,300101,95.0,100095
200900133492,300107,94.0,100094
200900133492,300056,93.0,100093
200900133492,300128,92.0,100092
200900133492,300106,91.0,100091
200900133492,300087,90.0,100090
200900133492,300047,89.0,100089
200900133492,300050,88.0,100088
200900133492,300035,87.0,100087
200900133492,300125,86.0,100086
200900133492,300061,85.0,100085
200900133492,300076,84.0,100084
200900133492,300067,83.0,100083
200900133492,300072,82.0,100082
200900133492,300131,81.0,100081
200900133492,300068,80.0,100080
200900133492,300137,79.0,100079
200900133492,300094,78.0,100078
200900133492,300057,77.0,100077
200900133492,300044,76.0,100076
200900133492,300118,75.0,100075
200900133492,300066,74.0,100074
200900133492,300036,73.0,100073
200900133492,300077,72.0,100072
200900133492,300121,71.0,100071
200900133492,300097,70.0,100070
200900133492,300080,69.0,100069
200900133492,300053,68.0,100068
200900133492,300114,67.0,100067
200900133492,300110,66.0,100066
200900133492,300034,65.0,100065
200900133492,300138,64.0,100064
200900133492,300079,63.0,100063
200900133492,300140,62.0,100062
200900133492,300104,61.0,100061
200900133492,300046,60.0,100060
200900133492,300109,60.0,100059
200900133492,300130,60.0,100058
200900133492,300099,60.0,100057
200900133492,300136,60.0,100056
200900133492,300014,60.0,100055
200900133492,300017,60.0,100054
200900133492,300073,60.0,100053
200900133492,300075,60.0,100052
200900133492,300030,60.0,100051
200900133492,300113,60.0,100050
200900133492,300086,60.0,100049
200900133492,300078,60.0,100048
200900133492,300062,60.0,100047
200900133492,300074,60.0,100046
200900133492,300127,60.0,100045
200900133492,300015,60.0,100044
200900133492,300103,60.0,100043
200900133492,300092,60.0,100042
200900133492,300105,60.0,100041
200900133492,300108,60.0,100040
200900133492,300051,60.0,100039
200900133492,300012,60.0,100038
200900133492,300027,60.0,100037
200900133492,300090,60.0,100036
200900133492,300045,60.0,100035
200900133492,300100,60.0,100034
200900133492,300031,60.0,100033
200900133492,300070,60.0,100032
200900133492,300059,60.0,100031
200900133492,300001,60.0,100030
200900133492,300060,60.0,100029
200900133492,300026,60.0,100028
200900133492,300040,60.0,100027
200900133492,300041,60.0,100026
200900133492,300111,60.0,100025
200900133492,300093,60.0,100024
200900133492,300082,60.0,100023
200900133492,300102,60.0,100022
200900133492,300019,60.0,100021
200900133492,300129,60.0,100020
200900133492,300002,60.0,100019
200900133492,300005,60.0,100018
200900133492,300112,60.0,100017
200900133492,300025,60.0,100016
200900133492,300124,60.0,100015
200900133492,300029,60.0,100014
200900133492,300095,60.0,100013
200900133492,300089,60.0,100012
200900133492,300022,60.0,100011
200900133492,300071,60.0,100010
200900133492,300119,60.0,100009
200900133492,300081,60.0,100008
200900133492,300083,60.0,100007
200900133492,300028,60.0,100006
200900133492,300085,60.0,100005
200900133492,300013,60.0,100004
200900133492,300135,60.0,100003
200900133492,300122,60.0,100002
200900133492,300011,60.0,100001
200900133492,300016,75.0,100016
200900133492,300004,76.0,100004
200900133492,300032,60.0,100001
200900133492,300037,64.0,100006
200900133492,300007,91.0,100007
200900131312,300123,135.0,100135
200900131312,300139,134.0,100134
200900131312,300021,133.0,100133
200900131312,300091,132.0,100132
200900131312,300010,131.0,100131
200900131312,300042,130.0,100130
200900131312,300065,129.0,100129
200900131312,300126,128.0,100128
200900131312,300038,127.0,100127
200900131312,300115,126.0,100126
200900131312,300096,125.0,100125
200900131312,300055,124.0,100124
200900131312,300006,123.0,100123
200900131312,300008,122.0,100122
200900131312,300098,121.0,100121
200900131312,300049,120.0,100120
200900131312,300134,119.0,100119
200900131312,300063,118.0,100118
200900131312,300133,117.0,100117
200900131312,300069,116.0,100116
200900131312,300048,115.0,100115
200900131312,300054,114.0,100114
200900131312,300009,113.0,100113
200900131312,300024,112.0,100112
200900131312,300058,111.0,100111
200900131312,300018,110.0,100110
200900131312,300132,109.0,100109
200900131312,300116,108.0,100108
200900131312,300064,107.0,100107
200900131312,300117,106.0,100106
200900131312,300023,105.0,100105
200900131312,300084,104.0,100104
200900131312,300052,103.0,100103
200900131312,300120,102.0,100102
200900131312,300043,101.0,100101
200900131312,300020,100.0,100100
200900131312,300033,99.0,100099
200900131312,300039,98.0,100098
200900131312,300003,97.0,100097
200900131312,300088,96.0,100096
200900131312,300101,95.0,100095
200900131312,300107,94.0,100094
200900131312,300056,93.0,100093
200900131312,300128,92.0,100092
200900131312,300106,91.0,100091
200900131312,300087,90.0,100090
200900131312,300047,89.0,100089
200900131312,300050,88.0,100088
200900131312,300035,87.0,100087
200900131312,300125,86.0,100086
200900131312,300061,85.0,100085
200900131312,300076,84.0,100084
200900131312,300067,83.0,100083
200900131312,300072,82.0,100082
200900131312,300131,81.0,100081
200900131312,300068,80.0,100080
200900131312,300137,79.0,100079
200900131312,300094,78.0,100078
200900131312,300057,77.0,100077
200900131312,300044,76.0,100076
200900131312,300118,75.0,100075
200900131312,300066,74.0,100074
200900131312,300036,73.0,100073
200900131312,300077,72.0,100072
200900131312,300121,71.0,100071
200900131312,300097,70.0,100070
200900131312,300080,69.0,100069
200900131312,300053,68.0,100068
200900131312,300114,67.0,100067
200900131312,300110,66.0,100066
200900131312,300034,65.0,100065
200900131312,300138,64.0,100064
200900131312,300079,63.0,100063
200900131312,300140,62.0,100062
200900131312,300104,61.0,100061
200900131312,300046,60.0,100060
200900131312,300109,60.0,100059
200900131312,300130,60.0,100058
200900131312,300099,60.0,100057
200900131312,300136,60.0,100056
200900131312,300014,60.0,100055
200900131312,300017,60.0,100054
200900131312,300073,60.0,100053
200900131312,300075,60.0,100052
200900131312,300030,60.0,100051
200900131312,300113,60.0,100050
200900131312,300086,60.0,100049
200900131312,300078,60.0,100048
200900131312,300062,60.0,100047
200900131312,300074,60.0,100046
200900131312,300127,60.0,100045
200900131312,300015,60.0,100044
200900131312,300103,60.0,100043
200900131312,300092,60.0,100042
200900131312,300105,60.0,100041
200900131312,300108,60.0,100040
200900131312,300051,60.0,100039
200900131312,300012,60.0,100038
200900131312,300027,60.0,100037
200900131312,300090,60.0,100036
200900131312,300045,60.0,100035
200900131312,300100,60.0,100034
200900131312,300031,60.0,100033
200900131312,300070,60.0,100032
200900131312,300059,60.0,100031
200900131312,300001,60.0,100030
200900131312,300060,60.0,100029
200900131312,300026,60.0,100028
200900131312,300040,60.0,100027
200900131312,300041,60.0,100026
200900131312,300111,60.0,100025
200900131312,300093,60.0,100024
200900131312,300082,60.0,100023
200900131312,300102,60.0,100022
200900131312,300019,60.0,100021
200900131312,300129,60.0,100020
200900131312,300002,60.0,100019
200900131312,300005,60.0,100018
200900131312,300112,60.0,100017
200900131312,300025,60.0,100016
200900131312,300124,60.0,100015
200900131312,300029,60.0,100014
200900131312,300095,60.0,100013
200900131312,300089,60.0,100012
200900131312,300022,60.0,100011
200900131312,300071,60.0,100010
200900131312,300119,60.0,100009
200900131312,300081,60.0,100008
200900131312,300083,60.0,100007
200900131312,300028,60.0,100006
200900131312,300085,60.0,100005
200900131312,300013,60.0,100004
200900131312,300135,60.0,100003
200900131312,300122,60.0,100002
200900131312,300011,60.0,100001
200900131312,300016,75.0,100016
200900131312,300004,76.0,100004
200900131312,300032,60.0,100001
200900131312,300037,64.0,100006
200900131312,300007,91.0,100007
200900133849,300123,135.0,100135
200900133849,300139,134.0,100134
200900133849,300021,133.0,100133
200900133849,300091,132.0,100132
200900133849,300010,131.0,100131
200900133849,300042,130.0,100130
200900133849,300065,129.0,100129
200900133849,300126,128.0,100128
200900133849,300038,127.0,100127
200900133849,300115,126.0,100126
200900133849,300096,125.0,100125
200900133849,300055,124.0,100124
200900133849,300006,123.0,100123
200900133849,300008,122.0,100122
200900133849,300098,121.0,100121
200900133849,300049,120.0,100120
200900133849,300134,119.0,100119
200900133849,300063,118.0,100118
200900133849,300133,117.0,100117
200900133849,300069,116.0,100116
200900133849,300048,115.0,100115
200900133849,300054,114.0,100114
200900133849,300009,113.0,100113
200900133849,300024,112.0,100112
200900133849,300058,111.0,100111
200900133849,300018,110.0,100110
200900133849,300132,109.0,100109
200900133849,300116,108.0,100108
200900133849,300064,107.0,100107
200900133849,300117,106.0,100106
200900133849,300023,105.0,100105
200900133849,300084,104.0,100104
200900133849,300052,103.0,100103
200900133849,300120,102.0,100102
200900133849,300043,101.0,100101
200900133849,300020,100.0,100100
200900133849,300033,99.0,100099
200900133849,300039,98.0,100098
200900133849,300003,97.0,100097
200900133849,300088,96.0,100096
200900133849,300101,95.0,100095
200900133849,300107,94.0,100094
200900133849,300056,93.0,100093
200900133849,300128,92.0,100092
200900133849,300106,91.0,100091
200900133849,300087,90.0,100090
200900133849,300047,89.0,100089
200900133849,300050,88.0,100088
200900133849,300035,87.0,100087
200900133849,300125,86.0,100086
200900133849,300061,85.0,100085
200900133849,300076,84.0,100084
200900133849,300067,83.0,100083
200900133849,300072,82.0,100082
200900133849,300131,81.0,100081
200900133849,300068,80.0,100080
200900133849,300137,79.0,100079
200900133849,300094,78.0,100078
200900133849,300057,77.0,100077
200900133849,300044,76.0,100076
200900133849,300118,75.0,100075
200900133849,300066,74.0,100074
200900133849,300036,73.0,100073
200900133849,300077,72.0,100072
200900133849,300121,71.0,100071
200900133849,300097,70.0,100070
200900133849,300080,69.0,100069
200900133849,300053,68.0,100068
200900133849,300114,67.0,100067
200900133849,300110,66.0,100066
200900133849,300034,65.0,100065
200900133849,300138,64.0,100064
200900133849,300079,63.0,100063
200900133849,300140,62.0,100062
200900133849,300104,61.0,100061
200900133849,300046,60.0,100060
200900133849,300109,60.0,100059
200900133849,300130,60.0,100058
200900133849,300099,60.0,100057
200900133849,300136,60.0,100056
200900133849,300014,60.0,100055
200900133849,300017,60.0,100054
200900133849,300073,60.0,100053
200900133849,300075,60.0,100052
200900133849,300030,60.0,100051
200900133849,300113,60.0,100050
200900133849,300086,60.0,100049
200900133849,300078,60.0,100048
200900133849,300062,60.0,100047
200900133849,300074,60.0,100046
200900133849,300127,60.0,100045
200900133849,300015,60.0,100044
200900133849,300103,60.0,100043
200900133849,300092,60.0,100042
200900133849,300105,60.0,100041
200900133849,300108,60.0,100040
200900133849,300051,60.0,100039
200900133849,300012,60.0,100038
200900133197,300107,94.0,100094
200900133197,300056,93.0,100093
200900133197,300128,92.0,100092
200900133197,300106,91.0,100091
200900133197,300087,90.0,100090
200900133197,300047,89.0,100089
200900133197,300050,88.0,100088
200900133197,300035,87.0,100087
200900133197,300125,86.0,100086
200900133197,300061,85.0,100085
200900133197,300076,84.0,100084
200900133197,300067,83.0,100083
200900133197,300072,82.0,100082
200900133197,300131,81.0,100081
200900133197,300068,80.0,100080
200900133197,300137,79.0,100079
200900133197,300094,78.0,100078
200900133197,300057,77.0,100077
200900133197,300044,76.0,100076
200900133197,300118,75.0,100075
200900133197,300066,74.0,100074
200900133197,300036,73.0,100073
200900133197,300077,72.0,100072
200900133197,300121,71.0,100071
200900133197,300097,70.0,100070
200900133197,300080,69.0,100069
200900133197,300053,68.0,100068
200900133197,300114,67.0,100067
200900133197,300110,66.0,100066
200900133197,300034,65.0,100065
200900133197,300138,64.0,100064
200900133197,300079,63.0,100063
200900133197,300140,62.0,100062
200900133197,300104,61.0,100061
200900133197,300046,60.0,100060
200900133197,300109,60.0,100059
200900133197,300130,60.0,100058
200900133197,300099,60.0,100057
200900133197,300136,60.0,100056
200900133197,300014,60.0,100055
200900133197,300017,60.0,100054
200900133197,300073,60.0,100053
200900133197,300075,60.0,100052
200900133197,300030,60.0,100051
200900133197,300113,60.0,100050
200900133197,300086,60.0,100049
200900133197,300078,60.0,100048
200900133197,300062,60.0,100047
200900133197,300074,60.0,100046
200900133197,300127,60.0,100045
200900133197,300015,60.0,100044
200900133197,300103,60.0,100043
200900133197,300092,60.0,100042
200900133197,300105,60.0,100041
200900133197,300108,60.0,100040
200900133197,300051,60.0,100039
200900133197,300012,60.0,100038
200900133197,300027,60.0,100037
200900133197,300090,60.0,100036
200900133197,300045,60.0,100035
200900133197,300100,60.0,100034
200900133197,300031,60.0,100033
200900133197,300070,60.0,100032
200900133197,300059,60.0,100031
200900133197,300001,60.0,100030
200900133197,300060,60.0,100029
200900133197,300026,60.0,100028
200900133197,300040,60.0,100027
200900133197,300041,60.0,100026
200900133197,300111,60.0,100025
200900133197,300093,60.0,100024
200900133197,300082,60.0,100023
200900133197,300102,60.0,100022
200900133197,300019,60.0,100021
200900133197,300129,60.0,100020
200900133197,300002,60.0,100019
200900133197,300005,60.0,100018
200900133197,300112,60.0,100017
200900133197,300025,60.0,100016
200900133197,300124,60.0,100015
200900133197,300029,60.0,100014
200900133197,300095,60.0,100013
200900133197,300089,60.0,100012
200900133197,300022,60.0,100011
200900133197,300071,60.0,100010
200900133197,300119,60.0,100009
200900133197,300081,60.0,100008
200900133197,300083,60.0,100007
200900133197,300028,60.0,100006
200900133197,300085,60.0,100005
200900133197,300013,60.0,100004
200900133197,300135,60.0,100003
200900133197,300122,60.0,100002
200900133197,300011,60.0,100001
200900133197,300016,75.0,100016
200900133197,300004,76.0,100004
200900133197,300032,60.0,100001
200900133197,300037,64.0,100006
200900133197,300007,91.0,100007
200900133025,300123,135.0,100135
200900133025,300139,134.0,100134
200900133025,300021,133.0,100133
200900133025,300091,132.0,100132
200900133025,300010,131.0,100131
200900133025,300042,130.0,100130
200900133025,300065,129.0,100129
200900133025,300126,128.0,100128
200900133025,300038,127.0,100127
200900133025,300115,126.0,100126
200900133025,300096,125.0,100125
200900133025,300055,124.0,100124
200900133025,300006,123.0,100123
200900133025,300008,122.0,100122
200900133025,300098,121.0,100121
200900133025,300049,120.0,100120
200900133025,300134,119.0,100119
200900133025,300063,118.0,100118
200900133025,300133,117.0,100117
200900133025,300069,116.0,100116
200900133025,300048,115.0,100115
200900133025,300054,114.0,100114
200900133025,300009,113.0,100113
200900133025,300024,112.0,100112
200900133025,300058,111.0,100111
200900133025,300018,110.0,100110
200900133025,300132,109.0,100109
200900133025,300116,108.0,100108
200900133025,300064,107.0,100107
200900133025,300117,106.0,100106
200900133025,300023,105.0,100105
200900133025,300084,104.0,100104
200900133025,300052,103.0,100103
200900133025,300120,102.0,100102
200900133025,300043,101.0,100101
200900133025,300020,100.0,100100
200900133025,300033,99.0,100099
200900133025,300039,98.0,100098
200900133025,300003,97.0,100097
200900133025,300088,96.0,100096
200900133025,300101,95.0,100095
200900133025,300107,94.0,100094
200900133025,300056,93.0,100093
200900133025,300128,92.0,100092
200900133025,300106,91.0,100091
200900133025,300087,90.0,100090
200900133025,300047,89.0,100089
200900133025,300050,88.0,100088
200900133025,300035,87.0,100087
200900133025,300125,86.0,100086
200900133025,300061,85.0,100085
200900133025,300076,84.0,100084
200900133025,300067,83.0,100083
200900133025,300072,82.0,100082
200900133025,300131,81.0,100081
200900133025,300068,80.0,100080
200900133025,300137,79.0,100079
200900133025,300094,78.0,100078
200900133025,300057,77.0,100077
200900133025,300044,76.0,100076
200900133025,300118,75.0,100075
200900133025,300066,74.0,100074
200900133025,300036,73.0,100073
200900133025,300077,72.0,100072
200900133025,300121,71.0,100071
200900133025,300097,70.0,100070
200900133025,300080,69.0,100069
200900133025,300053,68.0,100068
200900133025,300114,67.0,100067
200900133025,300110,66.0,100066
200900133025,300034,65.0,100065
200900133025,300138,64.0,100064
200900133025,300079,63.0,100063
200900133025,300140,62.0,100062
200900133025,300104,61.0,100061
200900133025,300046,60.0,100060
200900133025,300109,60.0,100059
200900133025,300130,60.0,100058
200900133025,300099,60.0,100057
200900133025,300136,60.0,100056
200900133025,300014,60.0,100055
200900133025,300017,60.0,100054
200900133025,300073,60.0,100053
200900133025,300075,60.0,100052
200900133025,300030,60.0,100051
200900133025,300113,60.0,100050
200900133025,300086,60.0,100049
200900133025,300078,60.0,100048
200900133025,300062,60.0,100047
200900133025,300074,60.0,100046
200900133025,300127,60.0,100045
200900133025,300015,60.0,100044
200900133025,300103,60.0,100043
200900133025,300092,60.0,100042
200900133025,300105,60.0,100041
200900133025,300108,60.0,100040
200900133025,300051,60.0,100039
200900133025,300012,60.0,100038
200900133025,300027,60.0,100037
200900133025,300090,60.0,100036
200900133025,300045,60.0,100035
200900133025,300100,60.0,100034
200900133025,300031,60.0,100033
200900133025,300070,60.0,100032
200900133025,300059,60.0,100031
200900133025,300001,60.0,100030
200900133025,300060,60.0,100029
200900133383,300044,76.0,100076
200900133383,300118,75.0,100075
200900133383,300066,74.0,100074
200900133383,300036,73.0,100073
200900133383,300077,72.0,100072
200900133383,300121,71.0,100071
200900133383,300097,70.0,100070
200900133383,300080,69.0,100069
200900133383,300053,68.0,100068
200900133383,300114,67.0,100067
200900133383,300110,66.0,100066
200900133383,300034,65.0,100065
200900133383,300138,64.0,100064
200900133383,300079,63.0,100063
200900133383,300140,62.0,100062
200900133383,300104,61.0,100061
200900133383,300046,60.0,100060
200900133383,300109,60.0,100059
200900133383,300130,60.0,100058
200900133383,300099,60.0,100057
200900133383,300136,60.0,100056
200900133383,300014,60.0,100055
200900133383,300017,60.0,100054
200900133383,300073,60.0,100053
200900133383,300075,60.0,100052
200900133383,300030,60.0,100051
200900133383,300113,60.0,100050
200900133383,300086,60.0,100049
200900133383,300078,60.0,100048
200900133383,300062,60.0,100047
200900133383,300074,60.0,100046
200900133383,300127,60.0,100045
200900133383,300015,60.0,100044
200900133383,300103,60.0,100043
200900133383,300092,60.0,100042
200900133383,300105,60.0,100041
200900133383,300108,60.0,100040
200900133383,300051,60.0,100039
200900133383,300012,60.0,100038
200900133383,300027,60.0,100037
200900133383,300090,60.0,100036
200900133383,300045,60.0,100035
200900133383,300100,60.0,100034
200900133383,300031,60.0,100033
200900133383,300070,60.0,100032
200900133383,300059,60.0,100031
200900133383,300001,60.0,100030
200900133383,300060,60.0,100029
200900133383,300026,60.0,100028
200900133383,300040,60.0,100027
200900133383,300041,60.0,100026
200900133383,300111,60.0,100025
200900133383,300093,60.0,100024
200900133383,300082,60.0,100023
200900133383,300102,60.0,100022
200900133383,300019,60.0,100021
200900133383,300129,60.0,100020
200900133383,300002,60.0,100019
200900133383,300005,60.0,100018
200900133383,300112,60.0,100017
200900133383,300025,60.0,100016
200900133383,300124,60.0,100015
200900133383,300029,60.0,100014
200900133383,300095,60.0,100013
200900133383,300089,60.0,100012
200900133383,300022,60.0,100011
200900133383,300071,60.0,100010
200900133383,300119,60.0,100009
200900133383,300081,60.0,100008
200900133383,300083,60.0,100007
